product_name,Price,Description,Category,StockQuantity,Brand,Rating,Warehouse
Toy Tool Set,294.3,System role pressure board soldier skin.,Toys,71.0,Play-Doh,2.8,Hungary
Robot Toy,360.21,Owner many house use current class.,Toys,61.0,Schleich,3.7,Portugal
Toy Helicopter,5.25,Next house maybe ground.,Toys,74.0,Brio,1.2,Colombia
Hot Wheels,168.26,Certainly memory fly first do thank strategy.,Toys,68.0,DC Comics,2.4,Russia
Toy Tool Set,326.1,Matter bring southern family I employee next.,Toys,97.0,LeapFrog,4.1,Chile
Robot Toy,336.95,Social trial each prepare.,Toys,99.0,Barbie,2.2,Kuwait
Barbie Doll,405.14,Watch stay blood often finish.,Toys,43.0,Brio,3.8,Brazil
Toy Soldier,171.78,Part road follow military us visit nor.,Toys,45.0,Peppa Pig,4.5,Mexico
Board Game,385.45,Hospital some plan factor almost leg.,Toys,17.0,Chicco,1.4,Ireland
Hot Wheels,412.22,Prepare budget room.,Toys,41.0,Nickelodeon,1.2,Canada
Barbie Doll,269.95,Those common military field.,Toys,3.0,Hasbro,5.0,Austria
Toy Plane,319.35,Action matter eye standard serve large relationship prove.,Toys,40.0,Nickelodeon,1.6,United Kingdom
Action Figure,401.18,Clear within find modern watch decade.,Toys,73.0,DC Comics,1.1,Switzerland
Toy Helicopter,465.38,Accept candidate budget speech fill.,Toys,60.0,Mattel,3.1,Spain
Hot Wheels,365.76,To son year bad watch course.,Toys,31.0,DC Comics,1.7,Thailand
Building Blocks,120.1,End system close subject certain trip newspaper.,Toys,71.0,Playmobil,4.7,South Africa
Toy Plane,452.29,Article pattern pick music guess attorney.,Toys,2.0,Hot Wheels,2.9,Vietnam
Toy Guitar,437.88,Traditional probably media about discover ability along.,Toys,57.0,Chicco,3.2,Peru
Toy Guitar,9.05,Sound surface hotel within sign school.,Toys,20.0,Disney,2.5,Chile
Dollhouse,323.96,Professor oil under discussion school occur us.,Toys,44.0,Star Wars,4.8,India
Toy Tool Set,475.34,Chance front on without same.,Toys,20.0,Tonka,3.2,Singapore
Barbie Doll,363.16,Mother make you second.,Toys,50.0,Hot Wheels,2.7,France
Barbie Doll,216.1,It evening thing interest like important word.,Toys,53.0,DC Comics,4.4,Thailand
Toy Plane,35.16,Main book success consumer.,Toys,60.0,Brio,2.7,South Korea
Toy Piano,280.29,All rich sit lay.,Toys,75.0,Mega Bloks,3.6,United States
Toy Dinosaur,81.3,Middle author return.,Toys,58.0,VTech,4.5,United Arab Emirates
Play-Doh,305.64,Simply crime conference money.,Toys,31.0,Mega Bloks,1.8,Turkey
Robot Toy,60.83,Young discussion term state.,Toys,29.0,Mattel,2.6,Norway
Rubik's Cube,166.9,Ahead few not spend.,Toys,32.0,Peppa Pig,4.4,Hungary
Puzzle,166.28,Investment good camera return including.,Toys,64.0,DC Comics,2.2,Kuwait
Kite,115.9,Very plant performance mean occur.,Toys,31.0,Paw Patrol,3.5,Sweden
Marbles,365.79,Politics friend step current operation.,Toys,35.0,Mattel,2.1,Russia
Card Game,494.58,My picture near step can avoid public.,Toys,14.0,Fisher-Price,4.4,Spain
Building Blocks,445.16,Him enjoy maintain word after trial.,Toys,45.0,Thomas & Friends,2.3,Kuwait
Lego,425.83,Discover matter population here sort ever.,Toys,96.0,LeapFrog,2.4,Norway
Toy Train,219.66,Common someone send value imagine.,Toys,38.0,Chicco,1.9,Mexico
Play-Doh,455.42,See wonder type cup.,Toys,24.0,Schleich,3.2,Portugal
Stuffed Animal,329.31,Thus account western between teacher heart instead most.,Toys,36.0,Barbie,4.3,Vietnam
Toy Drum Set,281.92,Your coach nice accept.,Toys,34.0,Peppa Pig,3.4,Israel
Lego,367.26,Size growth director suffer policy before.,Toys,50.0,Nickelodeon,3.5,Japan
Remote Control Car,67.05,Activity technology those.,Toys,44.0,Melissa & Doug,4.8,Colombia
Board Game,177.03,Want heart year real hotel area.,Toys,2.0,Hasbro,3.8,Indonesia
Toy Boat,334.57,Among research large training hand.,Toys,4.0,Melissa & Doug,4.2,Kuwait
Toy Soldier,75.35,Star charge great room.,Toys,35.0,Disney,2.9,United Kingdom
Toy Dinosaur,107.3,Democratic foot short although respond control.,Toys,97.0,Nickelodeon,4.6,Saudi Arabia
Hot Wheels,80.98,Left bag all strong.,Toys,5.0,Hasbro,4.5,China
Rubik's Cube,400.25,Crime some nation standard pattern result move you.,Toys,50.0,VTech,1.0,Mexico
Toy Car,151.63,Soldier up market recent difficult enjoy.,Toys,16.0,VTech,3.2,Kuwait
Toy Helicopter,297.76,Material car contain few case.,Toys,45.0,Fisher-Price,1.3,France
Kite,428.62,Training road after seat himself set.,Toys,82.0,Nickelodeon,1.6,South Africa
Toy Piano,399.13,Vote fear suggest and yet image.,Toys,78.0,DC Comics,1.6,Israel
Building Blocks,361.26,Meeting me assume job move model create.,Toys,1.0,Crayola,3.4,Ukraine
Toy Guitar,152.32,Billion great discuss their school between.,Toys,50.0,Mega Bloks,3.9,Philippines
Stuffed Animal,450.28,Girl energy piece far while hope economy address.,Toys,50.0,Star Wars,2.5,Germany
Action Figure,347.99,East into future sign.,Toys,14.0,Fisher-Price,4.7,Singapore
Card Game,110.02,Run car represent blood politics reduce product clearly.,Toys,52.0,Hot Wheels,3.0,Mexico
Robot Toy,346.73,Teach above spring wind loss beat public.,Toys,15.0,Peppa Pig,3.6,United States
Toy Helicopter,167.85,Young involve bank.,Toys,96.0,Crayola,3.7,India
Toy Tool Set,359.57,Note case conference carry.,Toys,37.0,Tonka,3.7,Spain
Toy Drum Set,21.56,Relate officer bad author prove upon.,Toys,51.0,Disney,2.5,Turkey
Kite,489.37,Throughout stand me feeling teach radio enter everything.,Toys,79.0,Disney,5.0,Spain
Action Figure,469.42,Success interview Mrs ready baby.,Toys,56.0,Melissa & Doug,3.9,South Korea
Marbles,464.05,Type fear but green.,Toys,74.0,VTech,1.8,Singapore
Marbles,47.45,Water arm air care physical year machine.,Toys,20.0,Fisher-Price,2.6,Malaysia
Dollhouse,158.08,Those bad common.,Toys,80.0,Paw Patrol,4.2,Czech Republic
Lego,167.62,Mother thought be myself old fill.,Toys,35.0,Brio,3.3,Finland
Toy Helicopter,191.64,Forward ten option theory material move head.,Toys,78.0,Schleich,2.7,South Africa
Teddy Bear,48.81,Our look customer audience majority question.,Toys,45.0,Thomas & Friends,4.1,India
Toy Car,29.57,Pretty significant east series seek service road.,Toys,21.0,Chicco,3.7,Saudi Arabia
Kite,17.76,Relate see behind pass strong choose smile.,Toys,32.0,Transformers,3.3,South Korea
Toy Train,320.03,Property himself good possible box fly concern election.,Toys,46.0,Peppa Pig,2.6,Indonesia
Board Game,19.14,Alone ball cell finally.,Toys,18.0,Fisher-Price,4.3,Mexico
Toy Piano,289.0,Star nice let at thank.,Toys,54.0,Barbie,1.9,Philippines
Card Game,479.78,Western must federal individual prove receive happen behavior.,Toys,25.0,Brio,2.0,Hungary
Toy Tool Set,224.43,Production speech what.,Toys,23.0,Star Wars,2.7,Peru
Toy Tool Set,474.81,Along put goal month forget prove.,Toys,54.0,Nickelodeon,4.9,Spain
Building Blocks,73.06,Sister method answer fine decision.,Toys,38.0,Mega Bloks,1.6,Colombia
Teddy Bear,386.68,No difficult us dinner.,Toys,80.0,Tonka,4.9,Poland
Teddy Bear,227.81,Avoid enjoy list service condition often field.,Toys,67.0,Nickelodeon,3.6,United States
Barbie Doll,398.78,Information society travel leader television short try anything.,Toys,86.0,Mattel,4.2,Norway
Marbles,290.89,Out claim interesting participant data today shoulder.,Toys,93.0,Fisher-Price,3.1,Romania
Toy Soldier,493.0,Mother himself much audience compare fact also.,Toys,10.0,Barbie,2.9,Saudi Arabia
Teddy Bear,408.78,Care hot much above final law western.,Toys,66.0,Marvel,4.7,Italy
Lego,129.03,Environment figure organization beat.,Toys,89.0,Crayola,1.3,Italy
Dollhouse,461.83,Second another action.,Toys,75.0,DC Comics,4.6,United Kingdom
Hot Wheels,417.55,Much reach response throw recent arm plan.,Toys,29.0,Playmobil,1.1,Thailand
Toy Drum Set,216.08,Take blue open opportunity evening me.,Toys,45.0,Nickelodeon,4.6,Turkey
Rubik's Cube,146.66,Role place notice guy result type huge.,Toys,61.0,Chicco,4.7,Greece
Robot Toy,432.29,Expert ago order.,Toys,100.0,Schleich,3.1,India
Toy Train,470.79,Include dark sport fund image.,Toys,65.0,Disney,2.6,Mexico
Toy Plane,381.84,Choice team serious foot fine hour.,Toys,71.0,Paw Patrol,1.1,United Kingdom
Marbles,97.94,Dream region nothing present treat style memory.,Toys,21.0,Star Wars,1.1,Denmark
Toy Dinosaur,38.82,Against develop majority next.,Toys,83.0,Star Wars,1.2,Turkey
Yo-Yo,127.08,Than kid assume election media.,Toys,72.0,Playmobil,3.3,Colombia
Card Game,346.23,Benefit three else enjoy.,Toys,81.0,Mega Bloks,1.6,Denmark
Building Blocks,477.27,Attack draw until.,Toys,38.0,Crayola,4.5,Norway
Board Game,191.35,Baby near matter.,Toys,59.0,Barbie,1.8,Mexico
Toy Car,23.21,Meet war policy put.,Toys,8.0,Chicco,2.1,Sweden
Robot Toy,198.61,Enjoy leader himself similar.,Toys,57.0,Thomas & Friends,1.7,Japan
Play-Doh,250.0,Raise list want power.,Toys,96.0,Brio,3.8,Kuwait
Kite,57.58,Region say night dinner upon like push.,Toys,79.0,Playmobil,3.4,Brazil
Toy Helicopter,312.69,Social model director cultural shake heavy.,Toys,38.0,Mattel,1.4,Indonesia
Toy Drum Set,121.79,Send it fly trade.,Toys,11.0,My Little Pony,4.2,Netherlands
Toy Tool Set,83.96,Job series various operation ten agree.,Toys,76.0,Nerf,3.3,United States
Barbie Doll,488.95,Particularly finish begin.,Toys,39.0,Disney,4.9,Ireland
Robot Toy,247.62,Knowledge option party red industry nor each arm.,Toys,8.0,Nerf,3.0,Colombia
Toy Kitchen Set,417.19,Reality toward condition within road treat near.,Toys,89.0,Transformers,3.6,Sweden
Action Figure,356.35,As meeting identify.,Toys,63.0,Little Tikes,3.6,Poland
Play-Doh,425.87,Possible little black foot.,Toys,64.0,Little Tikes,4.1,Ireland
Toy Plane,179.17,Seem pattern medical color through likely.,Toys,47.0,Schleich,3.6,Philippines
Building Blocks,422.14,Result similar newspaper daughter method water.,Toys,20.0,Lego,3.8,Sweden
Toy Boat,18.81,Play shoulder policy unit TV.,Toys,23.0,Hot Wheels,1.2,Egypt
Toy Helicopter,272.66,Just create election room candidate physical.,Toys,25.0,VTech,3.1,Vietnam
Teddy Bear,74.19,Practice south anyone front capital.,Toys,10.0,VTech,2.7,Denmark
Toy Plane,152.27,Whose lead man friend.,Toys,98.0,Schleich,4.8,Belgium
Toy Kitchen Set,80.52,Thing finally family industry power company.,Toys,85.0,Peppa Pig,3.2,Singapore
Teddy Bear,373.16,Church leave song.,Toys,47.0,Melissa & Doug,3.5,Indonesia
Toy Kitchen Set,129.88,She example can mention determine.,Toys,24.0,Transformers,2.5,Spain
Lego,481.58,Them represent garden by month.,Toys,23.0,Disney,4.3,Austria
Toy Piano,367.29,Identify front whatever step season list.,Toys,83.0,Disney,4.0,Denmark
Toy Helicopter,261.86,But best front quality effect meet allow.,Toys,60.0,Hot Wheels,4.2,Saudi Arabia
Toy Train,173.12,West item space price serve beautiful develop.,Toys,11.0,Play-Doh,4.4,Saudi Arabia
Teddy Bear,144.91,Speech top agent blue majority.,Toys,42.0,Tonka,1.7,Indonesia
Teddy Bear,428.69,Bar hold do nothing.,Toys,8.0,Mattel,1.6,Peru
Hot Wheels,451.31,Assume task ground radio try.,Toys,17.0,Nickelodeon,1.7,Sweden
Play-Doh,397.79,News always above article song popular.,Toys,23.0,My Little Pony,5.0,Ireland
Yo-Yo,112.44,Long attack modern war statement.,Toys,8.0,LeapFrog,2.8,Philippines
Robot Toy,328.81,Ability accept student effect population.,Toys,99.0,Tonka,1.6,Kuwait
Toy Train,7.71,Century cause future party turn.,Toys,24.0,Disney,5.0,United States
Building Blocks,248.87,Attorney open son my and worry.,Toys,25.0,VTech,1.7,Chile
Marbles,65.6,Seven case born memory price compare growth.,Toys,52.0,My Little Pony,1.9,Hungary
Play-Doh,488.1,Wish theory career why onto.,Toys,32.0,Lego,1.4,Czech Republic
Rubik's Cube,383.43,Account eye hear wall accept fear choose.,Toys,78.0,Mega Bloks,3.6,Hungary
Puzzle,363.61,Challenge time region.,Toys,51.0,Disney,3.8,United Arab Emirates
Teddy Bear,434.16,Technology test court reason understand matter.,Toys,7.0,Playmobil,3.7,Saudi Arabia
Yo-Yo,56.9,Our focus either hand.,Toys,20.0,My Little Pony,2.8,Japan
Stuffed Animal,184.17,Across generation sea son.,Toys,70.0,Fisher-Price,2.2,United Kingdom
Dollhouse,83.36,Space change tax type site sign.,Toys,68.0,Barbie,4.7,Norway
Teddy Bear,87.36,Break discussion manage hotel.,Toys,34.0,Mega Bloks,1.9,Netherlands
Barbie Doll,61.43,Lawyer seem like produce fish same policy.,Toys,54.0,Nerf,4.3,Thailand
Play-Doh,281.6,Left home plan plant lead language.,Toys,41.0,My Little Pony,1.0,India
Toy Drum Set,431.3,Agreement ready blood building professional foot imagine total.,Toys,33.0,Melissa & Doug,1.2,South Korea
Barbie Doll,250.6,Item accept weight again.,Toys,26.0,My Little Pony,3.0,Singapore
Remote Control Car,314.75,Eat blood sure one scene father.,Toys,62.0,Hasbro,4.5,Japan
Toy Car,476.65,Indeed alone way child fire night.,Toys,5.0,Chicco,1.5,Finland
Toy Dinosaur,231.32,Involve full from.,Toys,7.0,Transformers,2.6,Thailand
Lego,326.45,Respond second let.,Toys,6.0,Chicco,2.6,Belgium
Toy Train,208.58,Person industry course security sea do happen.,Toys,86.0,Schleich,2.4,China
Kite,447.15,Figure rather simply benefit.,Toys,23.0,Mattel,3.2,Saudi Arabia
Teddy Bear,201.76,Task through expert.,Toys,62.0,Schleich,1.2,Kuwait
Kite,131.64,Nor science tough whom machine.,Toys,80.0,Peppa Pig,4.5,Israel
Toy Piano,143.63,Husband quality me call onto unit remain.,Toys,57.0,Hasbro,3.9,Czech Republic
Toy Helicopter,196.57,Reveal threat against wrong six.,Toys,73.0,LeapFrog,4.0,United Kingdom
Toy Piano,369.63,City professional thank despite none seem.,Toys,74.0,Fisher-Price,3.8,South Korea
Remote Control Car,449.9,Professional how drive develop country and.,Toys,35.0,Melissa & Doug,1.9,Portugal
Robot Toy,174.42,Bad will campaign soon church lose director.,Toys,69.0,Marvel,2.7,Mexico
Toy Boat,229.79,Window machine effect when worker.,Toys,82.0,Schleich,1.5,Switzerland
Hot Wheels,291.61,Up beat look give bit later marriage.,Toys,1.0,Nerf,2.5,Poland
Stuffed Animal,220.22,North hard start group international off reality.,Toys,12.0,Schleich,4.8,United Kingdom
Toy Guitar,343.86,Within fly place perhaps write Mrs reach.,Toys,52.0,Disney,2.6,United Kingdom
Toy Plane,171.28,Series prevent our crime relate morning music.,Toys,49.0,Lego,1.4,Belgium
Dollhouse,269.95,Letter audience radio hot.,Toys,48.0,DC Comics,4.3,Brazil
Toy Plane,194.53,Imagine agent car hand page beat.,Toys,57.0,Mega Bloks,1.7,Finland
Toy Train,258.74,Either bag nice long determine agency record.,Toys,48.0,Hasbro,3.0,Australia
Toy Dinosaur,327.58,Hotel case possible talk fund girl side.,Toys,22.0,Playmobil,3.7,United Arab Emirates
Toy Train,445.98,Character section see create.,Toys,72.0,Chicco,4.3,Mexico
Play-Doh,339.88,Team life available action experience.,Toys,16.0,Brio,3.4,Thailand
Robot Toy,413.38,Me write information scientist participant.,Toys,63.0,Transformers,4.4,Philippines
Building Blocks,307.71,Computer save go article great write democratic decade.,Toys,44.0,Disney,5.0,Thailand
Toy Dinosaur,263.43,Card cold article visit left recognize.,Toys,79.0,Hasbro,4.7,Indonesia
Remote Control Car,107.58,Career sound none trip kitchen.,Toys,2.0,Crayola,3.4,Denmark
Robot Toy,362.21,Paper shake position sound.,Toys,89.0,Play-Doh,2.7,Ireland
Smartwatches,114129.09,Represent good small fast visit different number.,Electronics,77.0,Huawei,4.0,Malaysia
Gaming Consoles,97764.69,Myself common yourself sign school sure.,Electronics,46.0,Nintendo,2.4,Spain
Smartphones,84237.31,Form describe person section.,Electronics,11.0,OnePlus,4.6,Switzerland
Smartphones,78920.12,Continue really give may.,Electronics,92.0,Logitech,4.5,Germany
E-readers,14825.31,Reflect down same stuff.,Electronics,85.0,Sennheiser,4.7,Italy
Blu-ray/DVD Players,85496.8,Girl strong she tough.,Electronics,87.0,Asus,2.9,United Arab Emirates
Electric Toothbrushes,72923.04,Somebody challenge blood make wonder.,Electronics,26.0,Sharp,1.5,United Kingdom
Digital Cameras,120050.05,Buy well four interesting hear world bank.,Electronics,13.0,Realme,3.1,South Africa
Fitness Trackers,71175.3,Near poor scientist majority debate.,Electronics,25.0,Bosch,3.0,Chile
Fitness Trackers,11002.12,Per price standard between develop field discuss.,Electronics,4.0,Vivo,2.9,Thailand
Security Cameras,66944.72,Focus yet family approach popular.,Electronics,78.0,GoPro,4.4,Vietnam
Digital Cameras,46039.03,Yet country memory keep purpose staff remain.,Electronics,60.0,Sony,3.2,New Zealand
Laptops,63123.86,Drug both shoulder reveal among no call effect.,Electronics,53.0,Logitech,4.2,Belgium
Security Cameras,72687.44,Can success wonder occur fall board hear as.,Electronics,33.0,Google,2.4,United States
Air Conditioners,15580.65,Outside nearly travel candidate.,Electronics,37.0,Nikon,4.2,Spain
Hair Dryers,66866.22,Former campaign adult party ground explain second.,Electronics,36.0,Xiaomi,4.3,Indonesia
Sound Systems,65289.34,Member wait past business.,Electronics,27.0,Dyson,2.9,Brazil
Vacuum Cleaners,53131.48,Chance hour today.,Electronics,10.0,Nikon,4.9,Malaysia
Electric Shavers,65192.58,That race school perform.,Electronics,99.0,Sennheiser,3.5,France
Hair Dryers,110156.88,Support remain decide personal them experience.,Electronics,79.0,Amazon,3.8,Argentina
Washing Machines,70933.57,Fund poor agent force identify do month they.,Electronics,99.0,Vivo,1.2,United Kingdom
Scanners,131766.96,Space father cup difference.,Electronics,26.0,Panasonic,3.3,Malaysia
Smart Speakers,107965.06,Region clear sport paper ready.,Electronics,83.0,Canon,4.9,Greece
Televisions,78894.51,Away find treatment account total.,Electronics,39.0,Siemens,4.2,United Arab Emirates
Electric Toothbrushes,86995.91,Yet hit attention evening.,Electronics,82.0,HP,3.5,India
Fitness Trackers,89334.73,Business compare argue small foot type.,Electronics,4.0,Dyson,4.2,Argentina
Air Conditioners,105119.85,Article than within single.,Electronics,76.0,Fitbit,4.4,New Zealand
Microwaves,76482.36,True indeed full stage recent toward certainly size.,Electronics,100.0,Dell,1.8,Mexico
Portable Chargers,75827.64,Pattern town in animal.,Electronics,53.0,Dell,4.5,Spain
Smart Lights,10126.62,Once away almost church page.,Electronics,91.0,Sharp,3.2,Norway
Digital Cameras,43879.81,View fund set again story after security.,Electronics,25.0,Philips,3.5,Israel
Hair Dryers,35900.24,Choose attack entire allow create.,Electronics,8.0,Roku,2.7,France
Smart Speakers,8249.85,In stay concern give.,Electronics,4.0,JBL,2.5,Peru
Portable Chargers,84705.73,Culture bank window but nice spend.,Electronics,43.0,Dyson,4.7,Philippines
Air Conditioners,8135.91,Today generation baby cover instead need.,Electronics,5.0,Asus,2.3,Indonesia
Blu-ray/DVD Players,93214.88,Public medical opportunity try reason control age.,Electronics,11.0,Nintendo,1.4,Saudi Arabia
Electric Toothbrushes,11330.39,Team often together try son employee.,Electronics,25.0,Logitech,2.5,India
Keyboards and Mice,38309.36,Professional operation medical first capital.,Electronics,45.0,Huawei,2.9,Germany
Smart Thermostats,133244.29,System line both similar study little.,Electronics,34.0,Fitbit,4.5,Singapore
Scanners,34219.48,Democratic administration line.,Electronics,99.0,Samsung,2.3,Thailand
Gaming Consoles,64536.46,Social property course each campaign you.,Electronics,39.0,Canon,2.2,United Arab Emirates
